forecast_date,target,target_end_date,location,type,quantile,value
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.01,1867.07585
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.025,2067.02425
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.05,2245.76758
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.1,2455.07016
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.15,2597.20509
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.2,2710.44903
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.25,2807.72665
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.3,2895.15101
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.35,2976.20112
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.4,3053.13279
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.45,3127.57833
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.5,3200.84968
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.55,3274.12102
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.6,3348.56656
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.65,3425.49823
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.7,3506.54834
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.75,3593.9727
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.8,3691.25033
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.85,3804.49426
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.9,3946.62919
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.95,4155.93177
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.975,4334.67511
2022-11-27,1 wk ahead inc death,2022-12-03,US,quantile,0.99,4534.6235
2022-11-27,1 wk ahead inc death,2022-12-03,US,point,NA,3209.663
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.01,1626.82245
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.025,1922.48256
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.05,2186.78712
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.1,2496.2791
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.15,2706.45146
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.2,2873.90325
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.25,3017.74592
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.3,3147.01876
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.35,3266.8661
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.4,3380.62358
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.45,3490.70487
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.5,3599.0499
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.55,3707.39492
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.6,3817.47621
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.65,3931.23369
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.7,4051.08103
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.75,4180.35387
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.8,4324.19654
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.85,4491.64833
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.9,4701.82069
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.95,5011.31267
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.975,5275.61723
2022-11-27,2 wk ahead inc death,2022-12-10,US,quantile,0.99,5571.27734
2022-11-27,2 wk ahead inc death,2022-12-10,US,point,NA,3612.082
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.01,1517.50907
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.025,1891.48315
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.05,2225.79628
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.1,2617.266
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.15,2883.10849
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.2,3094.91464
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.25,3276.85813
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.3,3440.37255
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.35,3591.96487
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.4,3735.85425
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.45,3875.09369
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.5,4012.13697
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.55,4149.18026
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.6,4288.4197
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.65,4432.30908
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.7,4583.90139
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.75,4747.41581
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.8,4929.35931
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.85,5141.16545
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.9,5407.00794
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.95,5798.47766
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.975,6132.79079
2022-11-27,3 wk ahead inc death,2022-12-17,US,quantile,0.99,6506.76488
2022-11-27,3 wk ahead inc death,2022-12-17,US,point,NA,4028.621
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.01,1455.83269
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.025,1897.38084
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.05,2292.10161
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.1,2754.30671
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.15,3068.18476
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.2,3318.26254
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.25,3533.08173
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.3,3726.14187
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.35,3905.12568
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.4,4075.01469
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.45,4239.41356
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.5,4401.21944
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.55,4563.02533
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.6,4727.42419
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.65,4897.31321
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.7,5076.29701
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.75,5269.35715
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.8,5484.17635
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.85,5734.25413
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.9,6048.13218
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.95,6510.33727
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.975,6905.05805
2022-11-27,4 wk ahead inc death,2022-12-24,US,quantile,0.99,7346.60619
2022-11-27,4 wk ahead inc death,2022-12-24,US,point,NA,4420.682
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.01,5.56283
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.025,10.70295
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.05,15.29794
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.1,20.67853
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.15,24.33242
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.2,27.2436
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.25,29.74434
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.3,31.99178
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.35,34.07535
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.4,36.05305
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.45,37.96683
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.5,39.85043
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.55,41.73404
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.6,43.64782
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.65,45.62552
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.7,47.70909
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.75,49.95653
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.8,52.45726
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.85,55.36845
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.9,59.02234
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.95,64.40293
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.975,68.99792
2022-11-27,1 wk ahead inc death,2022-12-03,01,quantile,0.99,74.13803
2022-11-27,1 wk ahead inc death,2022-12-03,01,point,NA,40.077
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.01,1e-5
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.025,6.75544
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.05,13.5823
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.1,21.57634
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.15,27.00499
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.2,31.33019
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.25,35.04558
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.3,38.38464
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.35,41.48024
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.4,44.41854
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.45,47.26189
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.5,50.06039
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.55,52.85889
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.6,55.70224
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.65,58.64054
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.7,61.73614
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.75,65.07519
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.8,68.79058
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.85,73.11578
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.9,78.54444
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.95,86.53847
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.975,93.36533
2022-11-27,2 wk ahead inc death,2022-12-10,01,quantile,0.99,101.00209
2022-11-27,2 wk ahead inc death,2022-12-10,01,point,NA,50.397
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.01,1e-5
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.025,3.64949
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.05,12.92902
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.1,23.79504
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.15,31.17402
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.2,37.05312
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.25,42.10333
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.3,46.642
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.35,50.84974
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.4,54.84368
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.45,58.70854
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.5,62.51245
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.55,66.31636
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.6,70.18123
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.65,74.17516
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.7,78.38291
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.75,82.92158
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.8,87.97178
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.85,93.85088
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.9,101.22987
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.95,112.09589
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.975,121.37541
2022-11-27,3 wk ahead inc death,2022-12-17,01,quantile,0.99,131.75581
2022-11-27,3 wk ahead inc death,2022-12-17,01,point,NA,62.97
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.01,1e-5
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.025,0.68441
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.05,13.07863
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.1,27.59186
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.15,37.44762
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.2,45.30006
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.25,52.04537
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.3,58.10746
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.35,63.72754
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.4,69.06206
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.45,74.22418
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.5,79.30488
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.55,84.38558
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.6,89.5477
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.65,94.88221
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.7,100.50229
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.75,106.56438
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.8,113.3097
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.85,121.16213
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.9,131.01789
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.95,145.53112
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.975,157.92534
2022-11-27,4 wk ahead inc death,2022-12-24,01,quantile,0.99,171.78995
2022-11-27,4 wk ahead inc death,2022-12-24,01,point,NA,79.916
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.01,1e-5
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.025,0.16504
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.05,0.40563
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.1,0.68734
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.15,0.87865
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.2,1.03107
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.25,1.16201
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.3,1.27968
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.35,1.38877
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.4,1.49232
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.45,1.59252
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.5,1.69114
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.55,1.78976
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.6,1.88996
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.65,1.99351
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.7,2.1026
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.75,2.22027
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.8,2.3512
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.85,2.50363
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.9,2.69493
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.95,2.97665
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.975,3.21723
2022-11-27,1 wk ahead inc death,2022-12-03,02,quantile,0.99,3.48636
2022-11-27,1 wk ahead inc death,2022-12-03,02,point,NA,1.703
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.01,1e-5
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.025,1e-5
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.05,0.20784
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.1,0.55356
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.15,0.78834
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.2,0.9754
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.25,1.13608
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.3,1.28049
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.35,1.41437
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.4,1.54144
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.45,1.66441
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.5,1.78544
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.55,1.90647
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.6,2.02944
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.65,2.15652
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.7,2.29039
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.75,2.4348
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.8,2.59549
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.85,2.78254
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.9,3.01732
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.95,3.36305
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.975,3.65829
2022-11-27,2 wk ahead inc death,2022-12-10,02,quantile,0.99,3.98857
2022-11-27,2 wk ahead inc death,2022-12-10,02,point,NA,1.8
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.01,1e-5
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.025,1e-5
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.05,0.08485
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.1,0.47704
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.15,0.74338
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.2,0.95557
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.25,1.13785
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.3,1.30167
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.35,1.45354
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.4,1.59769
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.45,1.73719
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.5,1.87449
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.55,2.01178
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.6,2.15128
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.65,2.29543
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.7,2.4473
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.75,2.61112
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.8,2.7934
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.85,3.0056
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.9,3.27193
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.95,3.66412
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.975,3.99905
2022-11-27,3 wk ahead inc death,2022-12-17,02,quantile,0.99,4.37371
2022-11-27,3 wk ahead inc death,2022-12-17,02,point,NA,1.891
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.01,1e-5
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.025,1e-5
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.05,1e-5
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.1,0.43755
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.15,0.73619
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.2,0.97412
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.25,1.17851
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.3,1.36219
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.35,1.53248
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.4,1.69412
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.45,1.85053
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.5,2.00448
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.55,2.15843
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.6,2.31485
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.65,2.47648
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.7,2.64678
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.75,2.83046
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.8,3.03485
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.85,3.27278
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.9,3.57141
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.95,4.01117
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.975,4.38672
2022-11-27,4 wk ahead inc death,2022-12-24,02,quantile,0.99,4.80683
2022-11-27,4 wk ahead inc death,2022-12-24,02,point,NA,2.023
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.01,29.74954
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.025,34.88508
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.05,39.47598
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.1,44.85178
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.15,48.50242
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.2,51.41102
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.25,53.90953
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.3,56.15497
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.35,58.23669
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.4,60.21262
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.45,62.12471
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.5,64.00664
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.55,65.88856
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.6,67.80065
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.65,69.77659
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.7,71.8583
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.75,74.10374
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.8,76.60225
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.85,79.51085
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.9,83.16149
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.95,88.53729
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.975,93.12819
2022-11-27,1 wk ahead inc death,2022-12-03,04,quantile,0.99,98.26374
2022-11-27,1 wk ahead inc death,2022-12-03,04,point,NA,64.233
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.01,22.63863
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.025,29.59748
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.05,35.81833
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.1,43.10273
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.15,48.04949
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.2,51.99074
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.25,55.37632
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.3,58.41897
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.35,61.23977
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.4,63.91724
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.45,66.50819
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.5,69.05827
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.55,71.60835
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.6,74.19929
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.65,76.87676
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.7,79.69757
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.75,82.74022
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.8,86.12579
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.85,90.06705
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.9,95.0138
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.95,102.29821
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.975,108.51905
2022-11-27,2 wk ahead inc death,2022-12-10,04,quantile,0.99,115.4779
2022-11-27,2 wk ahead inc death,2022-12-10,04,point,NA,69.365
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.01,18.59288
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.025,26.93836
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.05,34.39878
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.1,43.13468
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.15,49.06713
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.2,53.79373
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.25,57.85392
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.3,61.50285
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.35,64.88573
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.4,68.09672
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.45,71.20394
2022-11-27,3 wk ahead inc death,2022-12-17,04,quantile,0.5,74.26215
