forecast_date,target,target_end_date,location,type,quantile,value
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.05,98.70669
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.1,116.06708
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.15,127.85631
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.2,137.24921
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.25,145.31781
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.3,152.56913
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.35,159.29175
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.4,165.67276
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.45,171.84757
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.5,177.92499
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.55,184.0024
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.6,190.17721
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.65,196.55823
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.7,203.28085
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.75,210.53217
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.8,218.60076
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.85,227.99366
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.9,239.7829
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.95,257.14328
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.975,271.96896
2022-11-27,3 wk ahead inc death,2022-12-17,13,quantile,0.99,288.55347
2022-11-27,3 wk ahead inc death,2022-12-17,13,point,NA,178.656
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.01,67.66766
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.025,88.19099
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.05,106.53776
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.1,128.02124
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.15,142.61041
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.2,154.23412
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.25,164.219
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.3,173.19251
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.35,181.51174
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.4,189.40825
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.45,197.04957
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.5,204.57037
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.55,212.09117
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.6,219.7325
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.65,227.629
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.7,235.94824
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.75,244.92175
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.8,254.90663
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.85,266.53034
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.9,281.11951
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.95,302.60298
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.975,320.94975
2022-11-27,4 wk ahead inc death,2022-12-24,13,quantile,0.99,341.47308
2022-11-27,4 wk ahead inc death,2022-12-24,13,point,NA,205.475
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.01,2.64227
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.025,5.08375
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.05,7.2663
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.1,9.822
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.15,11.55755
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.2,12.94032
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.25,14.12813
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.3,15.19563
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.35,16.1853
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.4,17.12468
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.45,18.0337
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.5,18.92838
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.55,19.82307
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.6,20.73209
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.65,21.67147
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.7,22.66113
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.75,23.72863
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.8,24.91645
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.85,26.29922
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.9,28.03477
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.95,30.59047
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.975,32.77302
2022-11-27,1 wk ahead inc death,2022-12-03,15,quantile,0.99,35.2145
2022-11-27,1 wk ahead inc death,2022-12-03,15,point,NA,19.036
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.01,1e-5
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.025,2.56803
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.05,5.1632
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.1,8.20206
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.15,10.26572
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.2,11.90991
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.25,13.32229
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.3,14.5916
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.35,15.768370000000001
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.4,16.88534
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.45,17.96621
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.5,19.03004
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.55,20.09387
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.6,21.17474
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.65,22.29171
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.7,23.46848
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.75,24.73779
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.8,26.15017
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.85,27.79436
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.9,29.85801
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.95,32.89688
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.975,35.49205
2022-11-27,2 wk ahead inc death,2022-12-10,15,quantile,0.99,38.3951
2022-11-27,2 wk ahead inc death,2022-12-10,15,point,NA,19.158
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.01,1e-5
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.025,1.09943
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.05,3.89493
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.1,7.16836
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.15,9.39132
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.2,11.16242
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.25,12.68382
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.3,14.05111
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.35,15.31872
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.4,16.52191
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.45,17.68622
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.5,18.83216
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.55,19.97811
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.6,21.14242
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.65,22.34561
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.7,23.61321
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.75,24.9805
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.8,26.5019
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.85,28.27301
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.9,30.49596
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.95,33.7694
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.975,36.5649
2022-11-27,3 wk ahead inc death,2022-12-17,15,quantile,0.99,39.69204
2022-11-27,3 wk ahead inc death,2022-12-17,15,point,NA,18.97
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.01,1e-5
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.025,0.15794
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.05,3.01812
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.1,6.3673
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.15,8.64169
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.2,10.45377
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.25,12.01037
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.3,13.4093
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.35,14.70623
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.4,15.93726
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.45,17.12851
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.5,18.30097
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.55,19.47343
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.6,20.66468
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.65,21.89571
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.7,23.19264
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.75,24.59157
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.8,26.14817
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.85,27.96026
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.9,30.23465
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.95,33.58383
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.975,36.44401
2022-11-27,4 wk ahead inc death,2022-12-24,15,quantile,0.99,39.6435
2022-11-27,4 wk ahead inc death,2022-12-24,15,point,NA,18.442
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.01,2.30733
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.025,4.43933
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.05,6.34523
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.1,8.57697
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.15,10.09252
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.2,11.30001
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.25,12.33725
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.3,13.26944
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.35,14.13366
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.4,14.95396
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.45,15.74775
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.5,16.52903
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.55,17.3103
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.6,18.10409
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.65,18.9244
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.7,19.78861
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.75,20.7208
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.8,21.75804
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.85,22.96554
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.9,24.48108
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.95,26.71282
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.975,28.61872
2022-11-27,1 wk ahead inc death,2022-12-03,16,quantile,0.99,30.75072
2022-11-27,1 wk ahead inc death,2022-12-03,16,point,NA,16.623
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.01,1e-5
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.025,2.52808
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.05,5.08289
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.1,8.07448
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.15,10.10604
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.2,11.72465
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.25,13.11506
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.3,14.36463
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.35,15.52309
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.4,16.62269
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.45,17.68675
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.5,18.73403
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.55,19.78131
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.6,20.84537
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.65,21.94497
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.7,23.10343
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.75,24.353
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.8,25.74341
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.85,27.36202
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.9,29.39358
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.95,32.38517
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.975,34.93998
2022-11-27,2 wk ahead inc death,2022-12-10,16,quantile,0.99,37.79787
2022-11-27,2 wk ahead inc death,2022-12-10,16,point,NA,18.86
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.01,1e-5
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.025,1.24014
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.05,4.39344
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.1,8.08585
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.15,10.59333
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.2,12.59112
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.25,14.30724
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.3,15.84954
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.35,17.27938
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.4,18.63657
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.45,19.9499
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.5,21.24252
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.55,22.53514
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.6,23.84847
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.65,25.20566
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.7,26.6355
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.75,28.1778
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.8,29.89392
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.85,31.89171
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.9,34.39919
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.95,38.0916
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.975,41.2449
2022-11-27,3 wk ahead inc death,2022-12-17,16,quantile,0.99,44.77228
2022-11-27,3 wk ahead inc death,2022-12-17,16,point,NA,21.398
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.01,1e-5
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.025,0.2093
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.05,3.99956
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.1,8.43783
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.15,11.4518
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.2,13.85315
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.25,15.91592
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.3,17.76976
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.35,19.48843
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.4,21.11977
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.45,22.69839
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.5,24.25211
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.55,25.80584
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.6,27.38446
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.65,29.0158
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.7,30.73447
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.75,32.5883
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.8,34.65108
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.85,37.05242
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.9,40.0664
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.95,44.50467
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.975,48.29493
2022-11-27,4 wk ahead inc death,2022-12-24,16,quantile,0.99,52.53484
2022-11-27,4 wk ahead inc death,2022-12-24,16,point,NA,24.439
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.01,44.75345
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.025,49.54617
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.05,53.83061
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.1,58.84756
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.15,62.2545
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.2,64.96894
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.25,67.30066
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.3,69.39621
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.35,71.33896
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.4,73.183
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.45,74.96745
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.5,76.72375
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.55,78.48005
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.6,80.26449
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.65,82.10853
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.7,84.05128
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.75,86.14683
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.8,88.47855
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.85,91.19299
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.9,94.59994
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.95,99.61688
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.975,103.90132
2022-11-27,1 wk ahead inc death,2022-12-03,17,quantile,0.99,108.69405
2022-11-27,1 wk ahead inc death,2022-12-03,17,point,NA,76.935
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.01,37.75656
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.025,44.61847
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.05,50.75265
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.1,57.93558
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.15,62.81342
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.2,66.69978
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.25,70.03819
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.3,73.03845
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.35,75.81996
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.4,78.46013
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.45,81.01499
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.5,83.52954
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.55,86.0441
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.6,88.59895
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.65,91.23912
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.7,94.02063
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.75,97.02089
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.8,100.35931
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.85,104.24566
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.9,109.1235
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.95,116.30643
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.975,122.44062
2022-11-27,2 wk ahead inc death,2022-12-10,17,quantile,0.99,129.30252
2022-11-27,2 wk ahead inc death,2022-12-10,17,point,NA,83.832
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.01,34.07277
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.025,42.46965
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.05,49.97601
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.1,58.76572
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.15,64.7347
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.2,69.4904
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.25,73.5756
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.3,77.247
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.35,80.65072
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.4,83.88148
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.45,87.00784
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.5,90.08488
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.55,93.16193
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.6,96.28828
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.65,99.51905
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.7,102.92276
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.75,106.59417
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.8,110.67936
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.85,115.43505999999999
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.9,121.40405
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.95,130.19376
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.975,137.70012
2022-11-27,3 wk ahead inc death,2022-12-17,17,quantile,0.99,146.09699
2022-11-27,3 wk ahead inc death,2022-12-17,17,point,NA,90.455
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.01,31.25276
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.025,40.7316
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.05,49.20518
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.1,59.12746
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.15,65.86557
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.2,71.23406
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.25,75.84564
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.3,79.99012
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.35,83.83241
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.4,87.47946
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.45,91.00866
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.5,94.48219
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.55,97.95572
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.6,101.48492
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.65,105.13197
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.7,108.97427
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.75,113.11874
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.8,117.73033
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.85,123.09882
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.9,129.83692
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.95,139.75921
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.975,148.23279
2022-11-27,4 wk ahead inc death,2022-12-24,17,quantile,0.99,157.71162
2022-11-27,4 wk ahead inc death,2022-12-24,17,point,NA,94.9
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.01,29.03212
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.025,34.04381
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.05,38.52401
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.1,43.77017
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.15,47.33277
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.2,50.17123
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.25,52.60948
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.3,54.80077
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.35,56.83229
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.4,58.76058
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.45,60.62655
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.5,62.46309
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.55,64.29964
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.6,66.16561
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.65,68.0939
2022-11-27,1 wk ahead inc death,2022-12-03,18,quantile,0.7,70.12542
